Audit_ID,Department,Audit_Finding,Risk_Level,Audit_Date,Auditor_Name
8324,Marketing,Control Weakness,Medium,2022-08-17,David Kim
8325,IT,Fraudulent Activity,High,2022-08-28,Bob Smith
8326,Marketing,Non-compliance,Low,2022-07-03,Alice Johnson
8327,HR,Non-compliance,Low,2022-08-11,David Kim
8328,Operations,Fraudulent Activity,Medium,2022-10-05,David Kim
8329,HR,Non-compliance,High,2022-04-04,David Kim
8330,IT,Control Weakness,Medium,2022-12-29,David Kim
8331,Marketing,Control Weakness,Low,2022-07-15,Bob Smith
8332,Finance,Control Weakness,High,2022-09-29,Eva Brown
8333,IT,Non-compliance,Low,2022-05-21,Alice Johnson
8334,Operations,Fraudulent Activity,Low,2022-10-16,Eva Brown
8335,Operations,Control Weakness,Medium,2022-05-24,Carol Lee
8336,IT,Fraudulent Activity,Medium,2022-11-25,Eva Brown
8337,Operations,Control Weakness,Medium,2022-08-14,Carol Lee
8338,Marketing,Fraudulent Activity,Low,2022-09-06,David Kim
8339,HR,Fraudulent Activity,Low,2022-06-07,Alice Johnson
8340,Marketing,Fraudulent Activity,High,2022-06-20,Bob Smith
8341,Marketing,Control Weakness,Medium,2022-11-22,David Kim
8342,Operations,Non-compliance,High,2022-04-30,David Kim
8343,Finance,Fraudulent Activity,High,2022-03-28,Bob Smith
8344,Operations,Control Weakness,High,2022-12-07,Alice Johnson
8345,Finance,Fraudulent Activity,High,2022-10-28,David Kim
8346,Marketing,Non-compliance,High,2022-04-01,Carol Lee
8347,HR,Non-compliance,Low,2022-04-25,Bob Smith
8348,IT,Non-compliance,High,2022-06-26,Bob Smith
8349,Finance,Non-compliance,High,2022-01-07,Alice Johnson
8350,Operations,Non-compliance,High,2022-06-21,Carol Lee
8351,Finance,Control Weakness,Low,2022-05-06,Bob Smith
8352,IT,Control Weakness,Medium,2022-07-22,Eva Brown
8353,Marketing,Control Weakness,Medium,2022-02-04,Carol Lee
8354,Marketing,Non-compliance,High,2022-05-10,Carol Lee
8355,Operations,Non-compliance,Medium,2022-02-17,Bob Smith
8356,Finance,Fraudulent Activity,Medium,2022-01-27,Eva Brown
8357,Operations,Control Weakness,High,2022-06-17,Eva Brown
8358,Marketing,Control Weakness,Low,2022-05-12,David Kim
8359,Operations,Control Weakness,High,2022-07-16,Eva Brown
8360,IT,Non-compliance,Medium,2022-08-16,David Kim
8361,IT,Fraudulent Activity,High,2022-10-24,David Kim
8362,Operations,Non-compliance,Medium,2022-08-29,David Kim
8363,IT,Control Weakness,Medium,2022-08-09,Eva Brown
8364,IT,Control Weakness,Low,2022-01-26,Bob Smith
8365,Marketing,Control Weakness,Low,2022-07-11,Eva Brown
8366,Marketing,Control Weakness,Low,2022-01-24,Carol Lee
8367,HR,Control Weakness,Low,2022-08-24,Carol Lee
8368,Finance,Non-compliance,Low,2022-07-03,David Kim
8369,Marketing,Control Weakness,Medium,2022-01-17,David Kim
8370,HR,Control Weakness,High,2022-08-10,Carol Lee
8371,Marketing,Non-compliance,High,2022-05-13,Eva Brown
8372,Operations,Control Weakness,Low,2022-06-24,Bob Smith
8373,Finance,Control Weakness,Low,2022-02-24,David Kim
8374,Operations,Fraudulent Activity,Medium,2022-07-29,Carol Lee
8375,Marketing,Non-compliance,High,2022-10-10,Eva Brown
8376,Marketing,Non-compliance,Medium,2022-10-12,Carol Lee
8377,IT,Control Weakness,High,2022-04-22,Bob Smith
8378,Finance,Fraudulent Activity,High,2022-04-19,Carol Lee
8379,Operations,Fraudulent Activity,Medium,2022-12-18,Eva Brown
8380,Marketing,Control Weakness,High,2022-02-02,Carol Lee
8381,Operations,Control Weakness,High,2022-12-28,Eva Brown
8382,Operations,Fraudulent Activity,Low,2022-09-02,Carol Lee
8383,Operations,Fraudulent Activity,Low,2022-03-07,Alice Johnson
8384,IT,Control Weakness,High,2022-02-11,David Kim
8385,Finance,Non-compliance,Medium,2022-01-12,Alice Johnson
8386,Marketing,Control Weakness,Low,2022-03-08,Carol Lee
8387,Marketing,Non-compliance,Low,2022-10-04,Bob Smith
8388,Marketing,Control Weakness,Low,2022-07-04,Eva Brown
8389,Operations,Non-compliance,Low,2022-12-23,Alice Johnson
8390,HR,Control Weakness,Low,2022-06-09,Eva Brown
8391,Operations,Fraudulent Activity,Medium,2022-09-11,Alice Johnson
8392,IT,Non-compliance,High,2022-02-09,Alice Johnson
8393,Marketing,Control Weakness,Medium,2022-09-20,Eva Brown
8394,Marketing,Control Weakness,Low,2022-06-10,Bob Smith
8395,Operations,Non-compliance,High,2022-07-19,Bob Smith
8396,HR,Fraudulent Activity,Low,2022-05-01,Alice Johnson
8397,HR,Control Weakness,High,2022-11-25,Bob Smith
8398,Marketing,Fraudulent Activity,Medium,2022-09-14,Alice Johnson
8399,Finance,Non-compliance,Medium,2022-04-27,Bob Smith
8400,IT,Control Weakness,High,2022-07-07,Bob Smith
8401,Marketing,Fraudulent Activity,Medium,2022-08-23,Carol Lee
8402,Finance,Control Weakness,Low,2022-10-12,Alice Johnson
8403,Marketing,Non-compliance,High,2022-03-30,Alice Johnson
8404,HR,Non-compliance,Low,2022-07-03,Carol Lee
8405,Operations,Non-compliance,Low,2022-06-24,Carol Lee
8406,IT,Fraudulent Activity,Medium,2022-02-11,Carol Lee
8407,Operations,Control Weakness,Medium,2022-01-30,David Kim
8408,Operations,Control Weakness,Medium,2022-10-16,Eva Brown
8409,Finance,Control Weakness,Low,2022-11-09,Eva Brown
8410,IT,Non-compliance,Low,2022-07-29,Eva Brown
8411,HR,Control Weakness,High,2022-10-13,Carol Lee
8412,Finance,Fraudulent Activity,Medium,2022-09-05,Carol Lee
8413,Finance,Control Weakness,Low,2022-09-29,David Kim
8414,Operations,Non-compliance,Low,2022-05-19,Carol Lee
8415,HR,Control Weakness,High,2022-12-27,Bob Smith
8416,IT,Control Weakness,Medium,2022-07-09,Alice Johnson
8417,Finance,Fraudulent Activity,Medium,2022-03-19,Eva Brown
8418,Marketing,Non-compliance,Low,2022-09-21,David Kim
8419,Operations,Fraudulent Activity,Low,2022-08-26,Alice Johnson
8420,Operations,Control Weakness,High,2022-03-12,Eva Brown
8421,Finance,Fraudulent Activity,Low,2022-04-22,Bob Smith
8422,HR,Fraudulent Activity,Medium,2022-09-04,Carol Lee
8423,Finance,Fraudulent Activity,Low,2022-04-05,Bob Smith
8424,Marketing,Control Weakness,High,2022-11-01,Carol Lee
8425,Finance,Fraudulent Activity,Medium,2022-11-08,Alice Johnson
8426,Finance,Non-compliance,Medium,2022-06-21,David Kim
8427,Operations,Fraudulent Activity,Low,2022-02-15,Alice Johnson
8428,IT,Control Weakness,Low,2022-02-07,Eva Brown
8429,IT,Control Weakness,Medium,2022-10-08,Bob Smith
8430,Marketing,Non-compliance,Low,2022-08-15,Carol Lee
8431,Operations,Fraudulent Activity,Medium,2022-11-30,Bob Smith
8432,Operations,Control Weakness,High,2022-03-20,Carol Lee
8433,IT,Control Weakness,High,2022-10-03,Alice Johnson
8434,Finance,Fraudulent Activity,High,2022-05-10,Eva Brown
8435,Operations,Control Weakness,Medium,2022-08-22,David Kim
8436,Finance,Non-compliance,Low,2022-02-01,Eva Brown
8437,IT,Non-compliance,High,2022-01-06,Bob Smith
8438,Operations,Non-compliance,High,2022-08-19,David Kim
8439,Operations,Non-compliance,High,2022-03-03,Alice Johnson
8440,IT,Control Weakness,Medium,2022-04-09,Bob Smith
8441,Marketing,Control Weakness,High,2022-10-18,Eva Brown
8442,IT,Control Weakness,High,2022-05-09,Alice Johnson
8443,Finance,Non-compliance,Medium,2022-04-23,Eva Brown
8444,IT,Control Weakness,Low,2022-04-15,Eva Brown
8445,IT,Fraudulent Activity,Low,2022-03-11,Carol Lee
8446,Marketing,Control Weakness,Low,2022-03-19,Bob Smith
8447,HR,Non-compliance,Medium,2022-08-08,Eva Brown
8448,IT,Control Weakness,Low,2022-04-16,Bob Smith
8449,IT,Control Weakness,Medium,2022-09-14,Alice Johnson
8450,HR,Fraudulent Activity,Low,2022-03-20,Bob Smith
8451,Marketing,Control Weakness,Low,2022-07-21,Bob Smith
8452,IT,Fraudulent Activity,Low,2022-09-13,Alice Johnson
8453,HR,Non-compliance,Medium,2022-11-20,David Kim
8454,IT,Fraudulent Activity,Low,2022-12-22,David Kim
8455,Marketing,Non-compliance,Medium,2022-07-29,Carol Lee
8456,Finance,Control Weakness,Medium,2022-08-08,Carol Lee
8457,IT,Non-compliance,Medium,2022-04-21,Carol Lee
8458,Operations,Fraudulent Activity,High,2022-03-14,David Kim
8459,Marketing,Control Weakness,Medium,2022-03-25,David Kim
8460,Finance,Non-compliance,High,2022-04-28,Eva Brown
8461,IT,Non-compliance,Low,2022-03-01,David Kim
8462,Operations,Non-compliance,Medium,2022-10-10,David Kim
8463,Operations,Non-compliance,High,2022-10-09,Alice Johnson
8464,Operations,Non-compliance,Low,2022-06-20,Carol Lee
8465,IT,Non-compliance,High,2022-07-09,Alice Johnson
8466,Marketing,Non-compliance,Low,2022-07-04,Alice Johnson
8467,Marketing,Non-compliance,Medium,2022-01-28,Carol Lee
8468,Operations,Fraudulent Activity,Low,2022-09-27,Carol Lee
8469,HR,Control Weakness,Medium,2022-03-01,Carol Lee
8470,Marketing,Control Weakness,Low,2022-09-27,Alice Johnson
8471,IT,Non-compliance,High,2022-09-25,Bob Smith
8472,HR,Non-compliance,Medium,2022-09-19,Carol Lee
8473,IT,Non-compliance,Low,2022-04-24,Bob Smith
8474,IT,Control Weakness,Medium,2022-08-28,Bob Smith
8475,HR,Non-compliance,Medium,2022-01-31,David Kim
8476,Operations,Non-compliance,Low,2022-07-18,Alice Johnson
8477,HR,Control Weakness,Medium,2022-11-16,Carol Lee
8478,Finance,Fraudulent Activity,Medium,2022-12-02,Bob Smith
8479,IT,Control Weakness,Low,2022-10-23,Bob Smith
8480,IT,Fraudulent Activity,Low,2022-02-12,Bob Smith
8481,Marketing,Non-compliance,High,2022-04-11,Alice Johnson
8482,IT,Fraudulent Activity,Low,2022-09-13,Carol Lee
8483,IT,Control Weakness,Low,2022-01-22,Alice Johnson
8484,IT,Non-compliance,High,2022-11-25,Carol Lee
8485,Operations,Fraudulent Activity,High,2022-03-13,David Kim
8486,Finance,Fraudulent Activity,Low,2022-01-01,Eva Brown
8487,Marketing,Fraudulent Activity,Medium,2022-01-06,Alice Johnson
8488,Marketing,Control Weakness,Medium,2022-09-01,Bob Smith
8489,Operations,Non-compliance,Low,2022-08-22,Alice Johnson
8490,IT,Fraudulent Activity,High,2022-05-24,Eva Brown
8491,HR,Fraudulent Activity,Low,2022-04-03,Alice Johnson
8492,IT,Fraudulent Activity,Low,2022-12-01,Carol Lee
8493,IT,Control Weakness,High,2022-07-07,Eva Brown
8494,HR,Control Weakness,High,2022-03-18,Bob Smith
8495,Finance,Control Weakness,Low,2022-02-01,Alice Johnson
8496,Finance,Non-compliance,High,2022-01-16,Bob Smith
8497,Operations,Fraudulent Activity,High,2022-01-22,David Kim
8498,Marketing,Control Weakness,High,2022-08-06,Eva Brown
8499,Finance,Non-compliance,Medium,2022-11-15,Bob Smith
8500,IT,Fraudulent Activity,Low,2022-02-23,David Kim
8501,IT,Fraudulent Activity,Medium,2022-08-04,Bob Smith
8502,Operations,Control Weakness,High,2022-08-16,David Kim
8503,Marketing,Non-compliance,High,2022-11-30,Carol Lee
8504,IT,Control Weakness,Low,2022-11-29,Carol Lee
8505,HR,Non-compliance,Medium,2022-07-30,David Kim
8506,Finance,Control Weakness,High,2022-11-22,Eva Brown
8507,HR,Control Weakness,Low,2022-09-03,Carol Lee
8508,IT,Control Weakness,Medium,2022-08-25,Alice Johnson
8509,IT,Non-compliance,Medium,2022-05-15,Carol Lee
8510,IT,Fraudulent Activity,Medium,2022-07-23,Eva Brown
8511,Finance,Fraudulent Activity,Medium,2022-06-06,David Kim
8512,IT,Non-compliance,Medium,2022-08-02,Alice Johnson
8513,Operations,Control Weakness,High,2022-08-08,David Kim
8514,HR,Control Weakness,High,2022-07-15,Eva Brown
8515,Marketing,Fraudulent Activity,High,2022-06-07,Carol Lee
8516,Operations,Control Weakness,High,2022-09-14,Carol Lee
8517,Operations,Non-compliance,Medium,2022-10-04,Carol Lee
8518,Finance,Non-compliance,Low,2022-04-07,David Kim
8519,Operations,Control Weakness,Medium,2022-06-10,Carol Lee
8520,Marketing,Control Weakness,High,2022-11-13,David Kim
8521,IT,Non-compliance,High,2022-09-16,Alice Johnson
8522,Finance,Control Weakness,Medium,2022-09-26,Bob Smith
8523,Marketing,Fraudulent Activity,Low,2022-12-26,David Kim
8524,IT,Fraudulent Activity,Medium,2022-07-22,Eva Brown
8525,HR,Non-compliance,Low,2022-09-03,Alice Johnson
8526,Marketing,Non-compliance,Low,2022-11-25,David Kim
8527,Operations,Non-compliance,Low,2022-01-28,Alice Johnson
8528,HR,Non-compliance,High,2022-01-01,Carol Lee
8529,HR,Fraudulent Activity,Low,2022-06-29,David Kim
8530,Operations,Control Weakness,Medium,2022-03-28,Carol Lee
8531,HR,Control Weakness,High,2022-05-22,Alice Johnson
8532,Finance,Non-compliance,High,2022-02-26,Carol Lee
8533,Finance,Non-compliance,Medium,2022-09-17,Bob Smith
8534,HR,Non-compliance,Low,2022-02-16,Bob Smith
8535,HR,Control Weakness,Low,2022-12-26,Carol Lee
8536,Operations,Non-compliance,Medium,2022-08-05,David Kim
8537,Finance,Non-compliance,Medium,2022-03-22,Alice Johnson
8538,HR,Fraudulent Activity,High,2022-01-14,Alice Johnson
8539,HR,Fraudulent Activity,Low,2022-10-11,Carol Lee
8540,Marketing,Control Weakness,Medium,2022-11-05,Carol Lee
8541,Operations,Non-compliance,High,2022-12-07,Bob Smith
8542,Marketing,Non-compliance,Low,2022-03-14,David Kim
8543,Marketing,Control Weakness,Low,2022-09-08,Bob Smith
8544,HR,Non-compliance,Low,2022-02-15,David Kim
8545,Operations,Non-compliance,High,2022-10-02,Eva Brown
8546,Finance,Fraudulent Activity,Medium,2022-09-11,Alice Johnson
8547,Marketing,Control Weakness,Medium,2022-06-23,Alice Johnson
8548,Operations,Fraudulent Activity,Low,2022-01-03,Eva Brown
8549,Marketing,Non-compliance,Medium,2022-05-05,Alice Johnson
8550,Marketing,Non-compliance,High,2022-01-18,Eva Brown
8551,Finance,Non-compliance,High,2022-02-07,Bob Smith
8552,HR,Control Weakness,Low,2022-04-03,Bob Smith
8553,IT,Control Weakness,High,2022-11-30,Bob Smith
8554,Marketing,Non-compliance,Low,2022-09-16,Alice Johnson
8555,Operations,Non-compliance,Low,2022-09-02,Bob Smith
8556,HR,Non-compliance,Medium,2022-10-30,Bob Smith
8557,HR,Fraudulent Activity,Medium,2022-06-10,Bob Smith
8558,IT,Control Weakness,High,2022-08-04,Alice Johnson
8559,IT,Fraudulent Activity,Low,2022-03-29,Bob Smith
8560,Operations,Fraudulent Activity,High,2022-04-24,David Kim
8561,Marketing,Non-compliance,Low,2022-06-16,David Kim
8562,HR,Control Weakness,High,2022-12-28,David Kim
8563,Finance,Fraudulent Activity,Medium,2022-01-18,Alice Johnson
8564,Marketing,Non-compliance,Low,2022-06-05,Eva Brown
8565,Finance,Non-compliance,Low,2022-12-16,Bob Smith
8566,HR,Fraudulent Activity,Low,2022-06-23,David Kim
8567,Marketing,Fraudulent Activity,High,2022-09-06,Carol Lee
8568,IT,Fraudulent Activity,High,2022-06-22,Eva Brown
8569,HR,Fraudulent Activity,High,2022-10-06,Eva Brown
8570,Marketing,Fraudulent Activity,Medium,2022-03-12,Carol Lee
8571,HR,Non-compliance,Medium,2022-08-09,Alice Johnson
8572,Operations,Control Weakness,High,2022-12-20,Eva Brown
8573,Marketing,Non-compliance,Low,2022-05-14,Eva Brown
8574,Marketing,Fraudulent Activity,High,2022-01-15,Eva Brown
8575,Marketing,Control Weakness,Low,2022-04-12,Bob Smith
8576,Marketing,Control Weakness,Medium,2022-04-11,Carol Lee
8577,HR,Non-compliance,Low,2022-05-13,Eva Brown
8578,Marketing,Non-compliance,Low,2022-08-22,David Kim
8579,HR,Fraudulent Activity,High,2022-11-10,Carol Lee
8580,HR,Control Weakness,High,2022-03-10,Carol Lee
8581,Finance,Control Weakness,Medium,2022-09-22,Eva Brown
8582,HR,Fraudulent Activity,High,2022-03-23,Eva Brown
8583,HR,Control Weakness,Low,2022-02-25,Alice Johnson
8584,Operations,Fraudulent Activity,Medium,2022-02-22,Carol Lee
8585,Finance,Fraudulent Activity,Low,2022-09-11,Bob Smith
8586,Finance,Control Weakness,Medium,2022-03-07,Alice Johnson
8587,HR,Non-compliance,Low,2022-05-31,David Kim
8588,HR,Non-compliance,Medium,2022-04-23,Alice Johnson
8589,IT,Control Weakness,Low,2022-04-19,Bob Smith
8590,Operations,Fraudulent Activity,High,2022-12-25,Carol Lee
8591,HR,Non-compliance,Medium,2022-05-21,Bob Smith
8592,Marketing,Control Weakness,Low,2022-12-26,Bob Smith
8593,Finance,Non-compliance,High,2022-04-12,Eva Brown
8594,Finance,Control Weakness,Low,2022-12-15,Bob Smith
8595,Finance,Fraudulent Activity,High,2022-04-30,David Kim
8596,Operations,Fraudulent Activity,Low,2022-05-07,Eva Brown
8597,Marketing,Fraudulent Activity,Medium,2022-07-05,Eva Brown
8598,Marketing,Fraudulent Activity,Low,2022-02-14,Carol Lee
8599,HR,Non-compliance,Low,2022-05-31,Alice Johnson
8600,Marketing,Control Weakness,Medium,2022-07-02,Alice Johnson
8601,IT,Non-compliance,Medium,2022-09-02,David Kim
8602,IT,Fraudulent Activity,High,2022-04-12,David Kim
8603,Marketing,Fraudulent Activity,Low,2022-08-28,David Kim
8604,Operations,Fraudulent Activity,Low,2022-08-16,Eva Brown
8605,Operations,Control Weakness,Low,2022-05-20,Alice Johnson
8606,HR,Non-compliance,High,2022-06-24,Eva Brown
8607,Operations,Fraudulent Activity,High,2022-06-16,Eva Brown
8608,IT,Fraudulent Activity,High,2022-10-26,Eva Brown
8609,Marketing,Fraudulent Activity,Medium,2022-04-07,Carol Lee
8610,IT,Non-compliance,Low,2022-05-28,Bob Smith
8611,Finance,Control Weakness,High,2022-08-31,Alice Johnson
8612,IT,Non-compliance,Low,2022-09-05,Eva Brown
8613,Operations,Control Weakness,Medium,2022-12-18,David Kim
8614,Operations,Fraudulent Activity,Low,2022-06-25,Carol Lee
8615,Marketing,Control Weakness,High,2022-10-31,David Kim
8616,Marketing,Non-compliance,High,2022-12-01,David Kim
8617,Finance,Fraudulent Activity,High,2022-08-30,Bob Smith
8618,Finance,Control Weakness,High,2022-03-05,Eva Brown
8619,HR,Fraudulent Activity,High,2022-04-04,Carol Lee
8620,Operations,Non-compliance,Low,2022-12-13,Carol Lee
8621,IT,Fraudulent Activity,Low,2022-03-13,Carol Lee
8622,Operations,Control Weakness,Low,2022-07-24,David Kim
8623,Finance,Non-compliance,Medium,2022-08-06,Alice Johnson
8624,IT,Fraudulent Activity,Medium,2022-02-06,Eva Brown
8625,HR,Non-compliance,Low,2022-12-02,Bob Smith
8626,Operations,Fraudulent Activity,Medium,2022-07-02,Carol Lee
8627,Marketing,Fraudulent Activity,Medium,2022-11-25,Carol Lee
8628,HR,Fraudulent Activity,Medium,2022-07-21,Alice Johnson
8629,IT,Control Weakness,Low,2022-04-25,Bob Smith
8630,Marketing,Non-compliance,Medium,2022-02-01,Bob Smith
8631,Operations,Control Weakness,Medium,2022-01-10,Bob Smith
8632,IT,Non-compliance,Low,2022-07-14,David Kim
8633,HR,Fraudulent Activity,Low,2022-03-06,Carol Lee
8634,Finance,Non-compliance,Medium,2022-09-03,Bob Smith
8635,IT,Non-compliance,High,2022-02-18,David Kim
8636,Operations,Fraudulent Activity,High,2022-07-16,Eva Brown
8637,Finance,Non-compliance,Medium,2022-12-16,Eva Brown
8638,Finance,Fraudulent Activity,Medium,2022-11-14,Bob Smith
8639,IT,Control Weakness,High,2022-10-29,Alice Johnson
8640,Operations,Fraudulent Activity,Low,2022-11-09,Bob Smith
8641,HR,Non-compliance,High,2022-08-08,Eva Brown
8642,Operations,Control Weakness,Low,2022-12-22,Eva Brown
8643,Marketing,Control Weakness,Medium,2022-11-01,Eva Brown
8644,Marketing,Non-compliance,Medium,2022-12-10,Eva Brown
8645,Finance,Fraudulent Activity,Low,2022-10-28,David Kim
8646,Marketing,Fraudulent Activity,Medium,2022-04-30,Eva Brown
8647,Operations,Non-compliance,High,2022-05-16,Bob Smith
8648,Marketing,Non-compliance,Medium,2022-07-23,Carol Lee
8649,Finance,Non-compliance,High,2022-07-27,David Kim
8650,HR,Non-compliance,Medium,2022-08-12,Eva Brown
8651,IT,Fraudulent Activity,Medium,2022-02-23,Bob Smith
8652,Finance,Non-compliance,Medium,2022-10-09,Bob Smith
8653,HR,Non-compliance,Medium,2022-11-03,David Kim
8654,Finance,Control Weakness,Low,2022-05-23,Bob Smith
8655,Operations,Control Weakness,Low,2022-09-05,Carol Lee
8656,Operations,Non-compliance,High,2022-05-02,Eva Brown
8657,Operations,Fraudulent Activity,Medium,2022-07-04,Eva Brown
8658,Finance,Non-compliance,Medium,2022-12-29,Eva Brown
8659,Finance,Control Weakness,Low,2022-09-06,Alice Johnson
8660,Finance,Control Weakness,High,2022-03-31,Carol Lee
8661,HR,Control Weakness,Medium,2022-01-15,Carol Lee
8662,Operations,Fraudulent Activity,High,2022-07-13,Alice Johnson
8663,HR,Control Weakness,Low,2022-01-04,Bob Smith
8664,Finance,Non-compliance,Medium,2022-02-21,David Kim
8665,Marketing,Fraudulent Activity,Medium,2022-08-06,Alice Johnson
8666,Marketing,Control Weakness,High,2022-08-17,Eva Brown
8667,Marketing,Control Weakness,Medium,2022-05-24,Carol Lee
8668,IT,Control Weakness,High,2022-10-11,Eva Brown
8669,IT,Fraudulent Activity,High,2022-04-29,Eva Brown
8670,HR,Fraudulent Activity,Medium,2022-03-07,Alice Johnson
8671,HR,Fraudulent Activity,Medium,2022-07-06,Eva Brown
8672,Operations,Control Weakness,Medium,2022-02-04,David Kim
8673,Operations,Control Weakness,High,2022-05-06,Alice Johnson
8674,Marketing,Non-compliance,Low,2022-03-03,David Kim
8675,HR,Non-compliance,High,2022-10-30,Eva Brown
8676,HR,Control Weakness,Medium,2022-12-05,Bob Smith
8677,Finance,Non-compliance,High,2022-01-08,Carol Lee
8678,IT,Non-compliance,Low,2022-06-24,David Kim
8679,IT,Fraudulent Activity,Low,2022-05-11,Alice Johnson
8680,Finance,Fraudulent Activity,Medium,2022-04-22,Bob Smith
8681,Marketing,Fraudulent Activity,Low,2022-12-15,David Kim
8682,Marketing,Non-compliance,Low,2022-05-26,Alice Johnson
8683,Marketing,Fraudulent Activity,Low,2022-09-27,Carol Lee
8684,Operations,Fraudulent Activity,High,2022-12-02,Carol Lee
8685,HR,Fraudulent Activity,High,2022-02-21,Carol Lee
8686,IT,Non-compliance,Medium,2022-11-03,Alice Johnson
8687,Marketing,Fraudulent Activity,High,2022-01-29,David Kim
8688,IT,Control Weakness,High,2022-01-02,Eva Brown
8689,Operations,Non-compliance,Low,2022-04-30,David Kim
8690,Operations,Fraudulent Activity,High,2022-10-07,Carol Lee
8691,IT,Fraudulent Activity,High,2022-11-01,Bob Smith
8692,Marketing,Non-compliance,High,2022-03-06,David Kim
8693,Marketing,Non-compliance,Low,2022-05-06,Bob Smith
8694,Operations,Fraudulent Activity,High,2022-09-14,David Kim
8695,IT,Fraudulent Activity,Low,2022-08-28,Alice Johnson
8696,Operations,Fraudulent Activity,High,2022-01-01,Carol Lee
8697,Operations,Control Weakness,Low,2022-01-27,Eva Brown
8698,Operations,Fraudulent Activity,High,2022-07-21,Carol Lee
8699,Finance,Control Weakness,Medium,2022-06-26,Carol Lee
8700,HR,Fraudulent Activity,High,2022-02-23,David Kim
8701,Marketing,Non-compliance,Medium,2022-03-13,Bob Smith
8702,IT,Non-compliance,Medium,2022-12-01,David Kim
8703,Operations,Fraudulent Activity,High,2022-01-27,Carol Lee
8704,Operations,Control Weakness,Low,2022-09-18,Eva Brown
8705,IT,Fraudulent Activity,Low,2022-10-07,Bob Smith
8706,HR,Non-compliance,High,2022-10-08,Bob Smith
8707,HR,Fraudulent Activity,High,2022-10-07,Carol Lee
8708,IT,Non-compliance,Low,2022-04-23,David Kim
8709,Finance,Control Weakness,High,2022-07-26,Bob Smith
8710,Marketing,Non-compliance,Medium,2022-01-31,Bob Smith
8711,Marketing,Control Weakness,Medium,2022-03-26,Carol Lee
8712,Marketing,Non-compliance,High,2022-04-05,David Kim
8713,IT,Non-compliance,Medium,2022-07-02,Eva Brown
8714,IT,Fraudulent Activity,Low,2022-02-13,Carol Lee
8715,IT,Non-compliance,Medium,2022-05-30,Alice Johnson
8716,Operations,Non-compliance,Low,2022-08-10,Carol Lee
8717,Marketing,Control Weakness,High,2022-01-17,David Kim
8718,Marketing,Control Weakness,High,2022-09-12,Alice Johnson
8719,Operations,Fraudulent Activity,High,2022-01-10,Alice Johnson
8720,IT,Fraudulent Activity,High,2022-07-25,Eva Brown
8721,IT,Fraudulent Activity,Medium,2022-07-12,Carol Lee
8722,IT,Non-compliance,Low,2022-08-24,Carol Lee
8723,HR,Non-compliance,Low,2022-04-28,Bob Smith
8724,Finance,Fraudulent Activity,High,2022-05-10,David Kim
8725,Marketing,Control Weakness,Low,2022-12-25,Bob Smith
8726,IT,Fraudulent Activity,Low,2022-07-02,Eva Brown
8727,HR,Non-compliance,Low,2022-05-15,Eva Brown
8728,Operations,Control Weakness,Low,2022-06-04,Eva Brown
8729,Finance,Fraudulent Activity,High,2022-10-03,Alice Johnson
8730,IT,Control Weakness,High,2022-12-24,Alice Johnson
8731,Marketing,Control Weakness,Low,2022-10-17,Eva Brown
8732,Marketing,Non-compliance,High,2022-09-19,David Kim
8733,HR,Control Weakness,Medium,2022-07-23,Carol Lee
8734,Marketing,Control Weakness,Low,2022-07-11,Bob Smith
8735,HR,Control Weakness,Medium,2022-06-11,Alice Johnson
8736,Marketing,Fraudulent Activity,High,2022-02-19,David Kim
8737,Finance,Fraudulent Activity,Low,2022-07-24,Bob Smith
8738,Marketing,Non-compliance,High,2022-01-22,Eva Brown
8739,Marketing,Non-compliance,High,2022-03-16,Alice Johnson
8740,IT,Control Weakness,High,2022-10-03,David Kim
8741,IT,Control Weakness,Medium,2022-02-11,Alice Johnson
8742,Marketing,Fraudulent Activity,Low,2022-11-24,Bob Smith
8743,HR,Fraudulent Activity,Medium,2022-11-10,Eva Brown
8744,Operations,Fraudulent Activity,Medium,2022-02-13,Carol Lee
8745,Operations,Fraudulent Activity,High,2022-11-09,Bob Smith
8746,HR,Non-compliance,Medium,2022-07-21,Eva Brown
8747,IT,Control Weakness,High,2022-02-02,David Kim
8748,HR,Non-compliance,High,2022-08-19,Eva Brown
8749,HR,Non-compliance,High,2022-05-04,Carol Lee
8750,HR,Fraudulent Activity,High,2022-02-18,David Kim
8751,HR,Non-compliance,Low,2022-09-06,Alice Johnson
8752,Marketing,Fraudulent Activity,High,2022-02-19,Alice Johnson
8753,Finance,Non-compliance,Medium,2022-02-09,David Kim
8754,Operations,Non-compliance,High,2022-11-27,Carol Lee
8755,Marketing,Non-compliance,Medium,2022-03-19,Eva Brown
8756,Marketing,Non-compliance,High,2022-11-19,Carol Lee
8757,Finance,Fraudulent Activity,High,2022-12-04,Bob Smith
8758,Finance,Control Weakness,Low,2022-08-15,David Kim
8759,IT,Control Weakness,Medium,2022-02-27,Eva Brown
8760,Operations,Control Weakness,High,2022-06-21,Alice Johnson
8761,Marketing,Non-compliance,High,2022-01-02,Bob Smith
8762,IT,Control Weakness,High,2022-05-17,Bob Smith
8763,HR,Fraudulent Activity,High,2022-05-03,David Kim
8764,IT,Fraudulent Activity,High,2022-01-07,Carol Lee
8765,Operations,Non-compliance,Low,2022-02-02,David Kim
